[2023-03-26 00:35:53,774] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-26 00:35:57,205] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-26 00:35:58,335] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-26 00:37:41,583] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-26 00:37:42,745] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-26 00:38:56,927] 	INFO 	150 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-26 00:38:57,709] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-26 00:39:03,915] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-26 01:37:18,509] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-26 01:38:33,191] 	INFO 	79 	id_data.py 	<module>() 	ID Data Ended
[2023-03-26 02:06:29,084] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-26 02:06:32,679] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-26 02:06:33,557] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-26 02:07:15,646] 	ERROR 	65 	pair_data.py 	<module>() 	Error occurred during Pair Data process. Pair: vAMM-FITFI/BUSD, Address: 0xcAe2C0d6937671490D3bcE4C21d57fF313f407Eb, Error: HTTPSConnectionPool(host='api.thegraph.com', port=443): Max retries exceeded with url: /subgraphs/name/thenaursa/thena-v1 (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1131)')))
[2023-03-26 02:08:10,351] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-26 02:08:11,263] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-26 02:09:10,152] 	INFO 	150 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-26 02:09:10,777] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-26 02:09:16,778] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-26 02:39:00,483] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-26 02:39:45,141] 	INFO 	79 	id_data.py 	<module>() 	ID Data Ended
[2023-03-26 03:06:47,712] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-26 03:06:53,012] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-26 03:06:53,865] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-26 03:08:45,341] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-26 03:08:46,216] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-26 03:10:38,819] 	INFO 	150 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-26 03:10:39,423] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-26 03:10:46,526] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-26 03:20:53,874] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-26 03:21:49,016] 	INFO 	79 	id_data.py 	<module>() 	ID Data Ended
[2023-03-26 04:07:32,183] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-26 04:07:35,679] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-26 04:07:36,604] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-26 04:09:03,838] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-26 04:09:04,830] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-26 04:09:59,822] 	INFO 	150 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-26 04:10:00,499] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-26 04:10:04,983] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-26 04:20:57,456] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-26 04:22:16,210] 	INFO 	79 	id_data.py 	<module>() 	ID Data Ended
[2023-03-26 05:05:21,088] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-26 05:05:24,672] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-26 05:05:25,609] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-26 05:07:09,687] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-26 05:07:10,600] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-26 05:08:50,724] 	INFO 	150 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-26 05:08:51,365] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-26 05:08:58,598] 	INFO 	72 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-26 05:15:42,141] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-26 05:17:01,261] 	INFO 	79 	id_data.py 	<module>() 	ID Data Ended
[2023-03-26 06:07:45,438] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-26 06:07:48,314] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-26 06:07:49,235] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-26 06:09:14,753] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
