[2023-02-25 00:35:25,271] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-02-25 00:35:28,726] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-02-25 00:35:29,623] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-02-25 00:35:44,306] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-02-25 00:35:44,306] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-02-25 00:36:09,630] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-02-25 00:36:10,583] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-02-25 00:36:24,055] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-02-25 00:36:24,055] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-02-25 00:37:54,304] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-02-25 02:15:18,654] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-02-25 02:15:21,347] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-02-25 02:15:22,205] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-02-25 02:15:36,871] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-02-25 02:15:36,871] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-02-25 02:16:00,343] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-02-25 02:16:01,244] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-02-25 02:16:15,458] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-02-25 02:16:15,458] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-02-25 02:17:45,723] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-02-25 03:11:57,918] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-02-25 03:12:00,600] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-02-25 03:12:01,425] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-02-25 03:12:16,965] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-02-25 03:12:16,965] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-02-25 03:12:44,522] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-02-25 03:12:45,374] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-02-25 03:12:58,707] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
