[2023-03-12 00:36:55,540] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 00:36:58,926] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 00:36:59,820] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 00:38:28,305] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-12 00:38:29,170] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-12 00:39:36,873] 	INFO 	138 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-12 00:39:37,464] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-12 00:39:42,057] 	INFO 	65 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-12 01:44:03,335] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-12 01:45:00,363] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-03-12 02:15:59,028] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 02:16:02,770] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 02:16:03,919] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 02:17:38,326] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-12 02:17:39,525] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-12 02:18:57,075] 	INFO 	138 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-12 02:18:57,858] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-12 02:19:03,485] 	INFO 	65 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-12 02:48:39,817] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-12 02:49:58,867] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-03-12 03:09:16,195] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 03:09:19,908] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 03:09:21,011] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 03:10:55,825] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-12 03:10:57,046] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-12 03:12:12,976] 	INFO 	138 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-12 03:12:13,776] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-12 03:12:19,813] 	INFO 	65 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-12 03:19:45,220] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-12 03:20:28,701] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-03-12 04:07:31,388] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 04:07:35,426] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 04:07:36,505] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 04:09:05,913] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-12 04:09:06,786] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-12 04:10:05,515] 	INFO 	138 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-12 04:10:06,107] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-12 04:10:10,802] 	INFO 	65 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-12 04:22:11,651] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-12 04:23:26,885] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-03-12 05:05:37,158] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 05:05:40,868] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 05:05:41,987] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 05:07:23,386] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-12 05:07:24,566] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-12 05:09:04,881] 	INFO 	138 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-12 05:09:05,662] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-12 05:09:10,442] 	INFO 	65 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-12 05:16:10,507] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-12 05:16:51,274] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-03-12 06:08:03,748] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 06:08:06,696] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 06:08:07,747] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 06:09:47,711] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-12 06:09:48,650] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-12 06:11:34,328] 	INFO 	138 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-12 06:11:34,998] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-12 06:11:40,618] 	INFO 	65 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-12 06:22:31,232] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-12 06:23:11,087] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-03-12 07:04:57,524] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 07:05:01,663] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 07:05:02,885] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 07:06:41,543] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-12 07:06:42,703] 	INFO 	39 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-12 07:07:53,170] 	INFO 	138 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-12 07:07:53,983] 	INFO 	24 	revenue_data.py 	<module>() 	Revenue Data Started
[2023-03-12 07:07:59,393] 	INFO 	65 	revenue_data.py 	<module>() 	Revenue Data Ended
[2023-03-12 07:15:50,059] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-03-12 07:16:46,772] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-03-12 08:08:05,797] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-03-12 08:08:09,154] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-03-12 08:08:10,045] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-12 08:09:45,116] 	INFO 	107 	pair_data.py 	<module>() 	Pair Data Ended
