[2023-03-03 02:29:19,193] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 02:29:23,917] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 02:29:24,902] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 02:29:51,128] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 02:29:51,129] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 02:30:27,412] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 02:30:28,266] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 02:30:43,953] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 02:30:43,953] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 02:32:31,000] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 04:24:04,786] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 04:24:08,265] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 04:24:09,256] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 04:24:27,025] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 04:24:27,025] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 04:25:01,479] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 04:25:02,685] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 04:25:17,388] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 04:25:17,388] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 04:27:08,743] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
