[2023-03-03 02:29:19,193] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 02:29:23,917] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 02:29:24,902] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 02:29:51,128] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 02:29:51,129] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 02:30:27,412] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 02:30:28,266] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 02:30:43,953] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 02:30:43,953] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 02:32:31,000] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 04:24:04,786] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 04:24:08,265] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 04:24:09,256] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 04:24:27,025] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 04:24:27,025] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 04:25:01,479] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 04:25:02,685] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 04:25:17,388] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 04:25:17,388] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 04:27:08,743] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 05:12:43,035] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 05:12:46,095] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 05:12:47,250] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 05:13:05,371] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 05:13:05,371] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 05:13:34,125] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 05:13:35,196] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 05:13:51,006] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 05:13:51,006] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 05:15:42,859] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 06:09:32,209] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 06:09:35,653] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 06:09:36,858] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 06:09:53,345] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 06:09:53,346] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 06:10:25,265] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 06:10:26,368] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 06:10:40,763] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 06:10:40,763] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 06:12:26,224] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 07:06:27,380] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 07:06:29,844] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 07:06:30,872] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 07:06:45,954] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 07:06:45,954] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 07:07:15,937] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 07:07:16,867] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 07:07:31,564] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 07:07:31,564] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 07:09:09,516] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 08:09:16,418] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 08:09:19,578] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 08:09:20,661] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 08:09:43,330] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 08:09:43,330] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 08:10:16,372] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 08:10:17,287] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 08:10:40,116] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 08:10:40,116] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 08:13:18,844] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 09:07:18,154] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
[2023-03-03 09:07:20,946] 	INFO 	59 	day_data.py 	<module>() 	Day Data Ended
[2023-03-03 09:07:21,913] 	INFO 	27 	pair_data.py 	<module>() 	ID Data Started
[2023-03-03 09:07:36,568] 	INFO 	55 	pair_data.py 	<module>() 	ID Data Ended
[2023-03-03 09:07:36,568] 	INFO 	58 	pair_data.py 	<module>() 	Pair Data Started
[2023-03-03 09:08:06,160] 	INFO 	116 	pair_data.py 	<module>() 	Pair Data Ended
[2023-03-03 09:08:07,161] 	INFO 	29 	bribe_data.py 	<module>() 	ID Data Started
[2023-03-03 09:08:19,980] 	INFO 	61 	bribe_data.py 	<module>() 	ID Data Ended
[2023-03-03 09:08:19,980] 	INFO 	64 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-03-03 09:09:42,064] 	INFO 	163 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-03-03 10:07:13,804] 	INFO 	25 	day_data.py 	<module>() 	Day Data Started
